codigo_emenda,nome_autor,tipo_autor,partido_autor,codigo_funcao,descricao_funcao,codigo_subfuncao,descricao_subfuncao,codigo_programa,descricao_programa,codigo_acao,descricao_acao,codigo_natureza_despesa,descricao_natureza_despesa,codigo_modalidade,descricao_modalidade,valor_empenhado
37710003-2024,toninho wandscheer,deputado federal,pp,08,assistencia social,244,assistencia comunitaria,5134,cuidado e acolhimento de usuarios e dependentes de alcool e outras drogas,21fr,apoio e acolhimento objetivando a reinsercao de usuarios e dependentes de alcool e drogas,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
37710005-2024,toninho wandscheer,deputado federal,pp,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",20rk,funcionamento de instituicoes federais de ensino superior,4,investimentos,90,aplicacoes diretas,0.0
37710004-2024,toninho wandscheer,deputado federal,pp,21,organizacao agraria,606,extensao rural,1191,agricultura familiar e agroecologia,21b6,assistencia tecnica e extensao rural,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,200000.0
37710004-2024,toninho wandscheer,deputado federal,pp,21,organizacao agraria,606,extensao rural,1191,agricultura familiar e agroecologia,21b6,assistencia tecnica e extensao rural,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,199821.61
37710006-2024,toninho wandscheer,deputado federal,pp,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,150000.0
41750014-2024,tulio gadelha,deputado federal,rede,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,9861492.0
41750002-2024,tulio gadelha,deputado federal,rede,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,8092522.0
41750015-2024,tulio gadelha,deputado federal,rede,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,6000000.0
41750002-2024,tulio gadelha,deputado federal,rede,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,2000000.0
41750005-2024,tulio gadelha,deputado federal,rede,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,1500000.0
41750010-2024,tulio gadelha,deputado federal,rede,08,assistencia social,306,alimentacao e nutricao,5133,seguranca alimentar e nutricional e combate a fome,2798,aquisicao e distribuicao de alimentos da agricultura familiar para promocao da seguranca alimentar e nutricional,3,outras despesas correntes,90,aplicacoes diretas,0.0
41750009-2024,tulio gadelha,deputado federal,rede,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5135,"juventude: direitos, participacao e bem viver",217y,gestao e fomento de politicas publicas de juventude,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
41750016-2024,tulio gadelha,deputado federal,rede,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1200000.0
41750004-2024,tulio gadelha,deputado federal,rede,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,1000000.0
41750001-2024,tulio gadelha,deputado federal,rede,12,educacao,368,educacao basica,5111,"educacao basica democratica, com qualidade e equidade",20rp,apoio a infraestrutura para a educacao basica,4,investimentos,30,transferencias a estados e ao distrito federal,0.0
41750008-2024,tulio gadelha,deputado federal,rede,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jp,"desenvolvimento de atividades e apoio a programas e projetos de esporte amador, educacao, lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,800000.0
41750001-2024,tulio gadelha,deputado federal,rede,12,educacao,368,educacao basica,5111,"educacao basica democratica, com qualidade e equidade",20rp,apoio a infraestrutura para a educacao basica,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,0.0
41750012-2024,tulio gadelha,deputado federal,rede,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",0048,apoio a entidades de ensino superior nao federais,4,investimentos,40,transferencias a municipios,0.0
41750015-2024,tulio gadelha,deputado federal,rede,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,574300.0
41750013-2024,tulio gadelha,deputado federal,rede,15,urbanismo,244,assistencia comunitaria,2317,desenvolvimento regional e ordenamento territorial,00sx,apoio a projetos de desenvolvimento sustentavel local integrado,4,investimentos,90,aplicacoes diretas,0.0
41750011-2024,tulio gadelha,deputado federal,rede,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,00sl,"apoio a implantacao e modernizacao de infraestrutura para esporte amador, educacional, recreativo e de lazer",4,investimentos,30,transferencias a estados e ao distrito federal,423323.0
41750007-2024,tulio gadelha,deputado federal,rede,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
41750006-2024,tulio gadelha,deputado federal,rede,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5663,autonomia economica das mulheres,21gg,igualdade de direitos e autonomia economica das mulheres,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,150000.0
41750008-2024,tulio gadelha,deputado federal,rede,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jp,"desenvolvimento de atividades e apoio a programas e projetos de esporte amador, educacao, lazer e inclusao social",4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,100000.0
41750006-2024,tulio gadelha,deputado federal,rede,14,direitos da cidadania,422,"direitos individuais, coletivos e difusos",5663,autonomia economica das mulheres,21gg,igualdade de direitos e autonomia economica das mulheres,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,50000.0
41750011-2024,tulio gadelha,deputado federal,rede,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,00sl,"apoio a implantacao e modernizacao de infraestrutura para esporte amador, educacional, recreativo e de lazer",4,investimentos,90,aplicacoes diretas,19947.0
27500006-2024,valmir assuncao,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,17035795.0
27500003-2024,valmir assuncao,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,14835790.0
27500003-2024,valmir assuncao,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,30,transferencias a estados e ao distrito federal,1944000.0
27500005-2024,valmir assuncao,deputado federal,pt,10,saude,305,vigilancia epidemiologica,5123,vigilancia em saude e ambiente,20yj,fortalecimento do sistema nacional de vigilancia em saude e ambiente,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
27500003-2024,valmir assuncao,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,856000.0
27500002-2024,valmir assuncao,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,600000.0
27500007-2024,valmir assuncao,deputado federal,pt,18,gestao ambiental,541,preservacao e conservacao ambiental,6114,protecao e recuperacao da biodiversidade e combate ao desmatamento e incendios,2e87,"implementacao da agenda nacional de protecao, defesa, bem-estar e direitos animais",4,investimentos,71,transferencias a consorcios publicos,0.0
27500001-2024,valmir assuncao,deputado federal,pt,21,organizacao agraria,631,reforma agraria,5136,"governanca fundiaria, reforma agraria e regularizacao de territorios quilombolas e de povos e comunidades tradicionais",211a,desenvolvimento e gestao ambiental para o publico da reforma agraria,3,outras despesas correntes,90,aplicacoes diretas,0.0
27500004-2024,valmir assuncao,deputado federal,pt,11,trabalho,334,fomento ao trabalho,4006,economia popular e solidaria sustentaveis,215f,"fomento e fortalecimento da economia solidaria, associativismo e cooperativismo",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,300000.0
14510001-2024,vander loubet,deputado federal,pt,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,18935794.0
14510019-2024,vander loubet,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,30,transferencias a estados e ao distrito federal,5770791.0
14510005-2024,vander loubet,deputado federal,pt,12,educacao,368,educacao basica,5111,"educacao basica democratica, com qualidade e equidade",20rp,apoio a infraestrutura para a educacao basica,3,outras despesas correntes,40,transferencias a municipios,0.0
14510014-2024,vander loubet,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,21b4,fomento ao desenvolvimento e modernizacao dos sistemas de ensino de educacao profissional e tecnologica,3,outras despesas correntes,40,transferencias a municipios,0.0
14510002-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,0.0
14510010-2024,vander loubet,deputado federal,pt,21,organizacao agraria,631,reforma agraria,5136,"governanca fundiaria, reforma agraria e regularizacao de territorios quilombolas e de povos e comunidades tradicionais",211a,desenvolvimento e gestao ambiental para o publico da reforma agraria,3,outras despesas correntes,90,aplicacoes diretas,0.0
14510013-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,800000.0
14510017-2024,vander loubet,deputado federal,pt,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",20rk,funcionamento de instituicoes federais de ensino superior,3,outras despesas correntes,90,aplicacoes diretas,0.0
14510020-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,600000.0
14510012-2024,vander loubet,deputado federal,pt,05,defesa nacional,301,atencao basica,0032,programa de gestao e manutencao do poder executivo,2e74,estruturacao e modernizacao de unidades de saude das forcas armadas,4,investimentos,90,aplicacoes diretas,0.0
14510003-2024,vander loubet,deputado federal,pt,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,500000.0
14510011-2024,vander loubet,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,500000.0
14510022-2024,vander loubet,deputado federal,pt,05,defesa nacional,301,atencao basica,0032,programa de gestao e manutencao do poder executivo,2e74,estruturacao e modernizacao de unidades de saude das forcas armadas,4,investimentos,90,aplicacoes diretas,0.0
14510016-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
14510009-2024,vander loubet,deputado federal,pt,23,comercio e servicos,695,turismo,2323,"turismo, esse e o destino",10v0,apoio a projetos de infraestrutura turistica,4,investimentos,40,transferencias a municipios,384205.0
14510007-2024,vander loubet,deputado federal,pt,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,2723,"policiamento, fiscalizacao, enfrentamento a criminalidade e corrupcao",4,investimentos,90,aplicacoes diretas,348600.0
14510006-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
14510021-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,211f,funcionamento de espacos e equipamentos culturais,4,investimentos,40,transferencias a municipios,286500.0
14510004-2024,vander loubet,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,15r4,"apoio a expansao, consolidacao, reestruturacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",3,outras despesas correntes,90,aplicacoes diretas,0.0
14510004-2024,vander loubet,deputado federal,pt,12,educacao,363,ensino profissional,5112,educacao profissional e tecnologica que transforma,15r4,"apoio a expansao, consolidacao, reestruturacao das instituicoes da rede federal de educacao profissional, cientifica e tecnologica",4,investimentos,90,aplicacoes diretas,0.0
14510018-2024,vander loubet,deputado federal,pt,27,desporto e lazer,812,desporto comunitario,5126,esporte para a vida,20jq,"apoio a realizacao de eventos de esporte amador, educacional, de lazer e inclusao social",3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,200000.0
14510008-2024,vander loubet,deputado federal,pt,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,0.0
14510015-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
14510009-2024,vander loubet,deputado federal,pt,23,comercio e servicos,695,turismo,2323,"turismo, esse e o destino",10v0,apoio a projetos de infraestrutura turistica,4,investimentos,90,aplicacoes diretas,15795.0
14510021-2024,vander loubet,deputado federal,pt,13,cultura,392,difusao cultural,5125,direito a cultura,211f,funcionamento de espacos e equipamentos culturais,4,investimentos,90,aplicacoes diretas,13500.0
40830004-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,9684907.0
40830009-2024,vanderlan cardoso,senador,psd,12,educacao,364,ensino superior,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",219v,apoio ao funcionamento das instituicoes federais de educacao superior,4,investimentos,90,aplicacoes diretas,0.0
40830002-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,41,transferencias a municipios - fundo a fundo,4730838.0
40830008-2024,vanderlan cardoso,senador,psd,15,urbanismo,244,assistencia comunitaria,2317,desenvolvimento regional e ordenamento territorial,00sx,apoio a projetos de desenvolvimento sustentavel local integrado,4,investimentos,90,aplicacoes diretas,2250165.4
40830002-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,31,transferencias a estados e df - fundo a fundo,0.0
40830005-2024,vanderlan cardoso,senador,psd,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,41,transferencias a municipios - fundo a fundo,1260000.0
40830011-2024,vanderlan cardoso,senador,psd,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,21bm,"desenvolvimento de politicas de seguranca publica, prevencao e enfrentamento a criminalidade",4,investimentos,99,reserva de contingencia,0.0
40830006-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,99,reserva de contingencia,0.0
40830004-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,3238657.0
40830001-2024,vanderlan cardoso,senador,psd,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,2706587.0
40830002-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,2802640.0
40830006-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,2585000.0
40830003-2024,vanderlan cardoso,senador,psd,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,1054268.0
40830005-2024,vanderlan cardoso,senador,psd,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,99,reserva de contingencia,0.0
40830012-2024,vanderlan cardoso,senador,psd,13,cultura,391,"patrimonio historico, artistico e arqueologico",5125,direito a cultura,20zh,preservacao do patrimonio cultural brasileiro,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,1000000.0
40830003-2024,vanderlan cardoso,senador,psd,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,99,reserva de contingencia,0.0
40830010-2024,vanderlan cardoso,senador,psd,12,educacao,302,assistencia hospitalar e ambulatorial,5113,"educacao superior: qualidade, democracia, equidade e sustentabilidade",20rx,reestruturacao e modernizacao dos hospitais universitarios federais - rehuf,4,investimentos,90,aplicacoes diretas,321678.0
40830002-2024,vanderlan cardoso,senador,psd,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,99,reserva de contingencia,0.0
40830007-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,500000.0
40830001-2024,vanderlan cardoso,senador,psd,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,99,reserva de contingencia,0.0
40830005-2024,vanderlan cardoso,senador,psd,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,269000.0
40830007-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,99,reserva de contingencia,0.0
40830006-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,30,transferencias a estados e ao distrito federal,279467.0
40830007-2024,vanderlan cardoso,senador,psd,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,190850.0
40830005-2024,vanderlan cardoso,senador,psd,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,99,reserva de contingencia,0.0
40880007-2024,veneziano vital do rego,senador,mdb,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,23000000.0
40880001-2024,veneziano vital do rego,senador,mdb,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,21117425.0
40880002-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,11999990.0
40880007-2024,veneziano vital do rego,senador,mdb,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,3000000.0
40880008-2024,veneziano vital do rego,senador,mdb,18,gestao ambiental,544,recursos hidricos,2321,recursos hidricos: agua em quantidade e qualidade para sempre,00tb,"apoio a implantacao, ampliacao ou melhorias de infraestruturas de oferta de agua para seguranca hidrica",4,investimentos,90,aplicacoes diretas,53000.0
40880009-2024,veneziano vital do rego,senador,mdb,15,urbanismo,244,assistencia comunitaria,2317,desenvolvimento regional e ordenamento territorial,00sx,apoio a projetos de desenvolvimento sustentavel local integrado,4,investimentos,90,aplicacoes diretas,15000.0
40880011-2024,veneziano vital do rego,senador,mdb,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,1517425.0
40880010-2024,veneziano vital do rego,senador,mdb,23,comercio e servicos,695,turismo,2323,"turismo, esse e o destino",20y3,promocao e marketing do turismo no mercado nacional,3,outras despesas correntes,99,reserva de contingencia,0.0
40880003-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
40880012-2024,veneziano vital do rego,senador,mdb,13,cultura,392,difusao cultural,5125,direito a cultura,20zf,promocao e fomento a cultura brasileira,3,outras despesas correntes,40,transferencias a municipios,400000.0
40880005-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
40880004-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
40880006-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,4,investimentos,50,transferencias a inst. privadas s/ fins lucrativos,0.0
40880007-2024,veneziano vital do rego,senador,mdb,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,30,transferencias a estados e ao distrito federal,0.0
40880013-2024,veneziano vital do rego,senador,mdb,06,seguranca publica,181,policiamento,5116,seguranca publica com cidadania,2723,"policiamento, fiscalizacao, enfrentamento a criminalidade e corrupcao",4,investimentos,90,aplicacoes diretas,250000.0
40880014-2024,veneziano vital do rego,senador,mdb,28,encargos especiais,846,outros encargos especiais,0910,operacoes especiais: gestao da participacao em organismos e entidades nacionais e internacionais,00nq,contribuicao a associacao para promocao da excelencia do software brasileiro - softex,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,250000.0
40880011-2024,veneziano vital do rego,senador,mdb,08,assistencia social,244,assistencia comunitaria,5131,protecao social pelo sistema unico de assistencia social (suas),219g,estruturacao da rede de servicos do sistema unico de assistencia social (suas),4,investimentos,41,transferencias a municipios - fundo a fundo,0.0
40880006-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,3,outras despesas correntes,50,transferencias a inst. privadas s/ fins lucrativos,0.0
40880004-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,3,outras despesas correntes,90,aplicacoes diretas,0.0
40880006-2024,veneziano vital do rego,senador,mdb,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,8535,estruturacao de unidades de atencao especializada em saude,3,outras despesas correntes,90,aplicacoes diretas,0.0
40740001-2024,vermelho,deputado federal,pl,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,13105585.0
40740002-2024,vermelho,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,9550000.0
40740003-2024,vermelho,deputado federal,pl,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,8936000.0
40740004-2024,vermelho,deputado federal,pl,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,3,outras despesas correntes,40,transferencias a municipios,4180000.0
40740002-2024,vermelho,deputado federal,pl,10,saude,302,assistencia hospitalar e ambulatorial,5118,atencao especializada a saude,2e90,incremento temporario ao custeio dos servicos de assistencia hospitalar e ambulatorial para cumprimento de metas,3,outras despesas correntes,31,transferencias a estados e df - fundo a fundo,450000.0
19970002-2024,vicentinho,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,8581,estruturacao da rede de servicos de atencao primaria a saude,4,investimentos,41,transferencias a municipios - fundo a fundo,4654140.0
19970013-2024,vicentinho,deputado federal,pt,28,encargos especiais,845,outras transferencias,0903,operacoes especiais: transferencias constitucionais e as decorrentes de legislacao especifica,0ec2,transferencias especiais,4,investimentos,40,transferencias a municipios,4580000.0
19970001-2024,vicentinho,deputado federal,pt,10,saude,301,atencao basica,5119,atencao primaria a saude,2e89,incremento temporario ao custeio dos servicos de atencao primaria a saude para cumprimento de metas,3,outras despesas correntes,41,transferencias a municipios - fundo a fundo,4290000.0
